content
Scam scam scam scam bhai koi download nae kareee bewakoof banna ke paise loot lete hain or loan sab paise wasool honne ke bad dete plus koi one click loan nae hai ... In ki ad bi bhttt hi fake hai.... Or data m apka nic ghar walon ki info sb mangte hain....
"Even after repaying well before time 2 times, my review got rejected. And the helpline says they can't do anything about it."
Fraud 100% scam i give my loan and it is still asking me for repayment please do not download the app
یہ لوگ دھوکہ کرتے ہیں۔ آپ کا پورا موبائل ڈیٹا مثلاََ ویڈیوز ، تصاویر اور موبائل نمبرز تک یہ لوگ پہنچ جاتے ہیں اور انہیں محفوظ کرتے ہیں اور پھر اسکے ذریعے قرض لینے والے کو بلیک میل کرتے ہیں ۔ یہ لوگ 1500 یا 3000 لگ بھگ قرض دیتے ہیں اور 1 ہفتہ میں اس پر 25 فیصد سود یا پروسیسنگ چارجز کے نام پر اور پھر دوسرے ہفتے پھر 50% فیصد سود یا چارجز کے نام پر ڈالتے ہیں۔ 3000 قرض 3 ہفتے میں ڈبل سے بھی زیادہ ہو جاتا هے یعنی 6000 یا 7000 تک پہنچ جاتا پھر اگلے 2 ہفتے میں پھر ڈبل ہو کر 14000 لگ بگ ہوجاتا ہے۔ شکریہ
Honestly it's just a trap. I had to repay my loan but they blocked my application to waste my due date and to increase their fees. Group of such a pathetic fool people.
Markup is upto 25% . its more than telling in adds. Totally scam.
Worst app koi paisa Nahi miltein sub scam ha or mujha aik maheena sa call arahe k apna qarz wapas kro ye vo fazool. Jab k mana apply Kia you message bhi agaya k account ma paisa agaye mgr jab easy paisa account ma dakha you paisa Nahi ye aik threat ha mera pe alzaam laga k 1600 maang rahy Jo mana apply Kia tha mgr paisa Nahi Mila fazool time waste ha ye. Meri request ha ap please download nahi krein nhi tou ap k sath scam hoskta ha or ye log Baar Baar calls kreinge. Please is scam sa bacha
Just a trap to overcharge you for 1000 amd 2000 loans. ALLAH PUCHEGA TUM MANHOOS SOODKHOR LOGO SE. KAMEENAY LOG!!
"یہ ایک فراڈ اہپلیکیشن ہے۔لوگوں کی کے رابطہ نمبرز تک رسائی حاصل کر کے بلیک میلنگ اور ڈیٹا بیچنا ان کا اصل مقصد ہے، گزارش ہے کہ اس طرح کس بھی ایپلیکیشن کو اپنی ذاتی معلومات تک رسائی نہ دیں most pathetic app i have ever, download, misbehaving with clients & charging high amount of interest on loan, is main reason to give 1 star."
Firstly I want to say app is not fake but if u advertise amount of Rs50k or more then that then why customer didn't take amount with his own requirement.. app provides his calculated amount and customer didn't take more then that amount.. its very disgusting... need ti fix this problem..
I needed lone but this app is Haram in Islam the way of paying back extra is called Sood and Sood is Haram in Islam so please don't use this app it's useless and full of gunah
"They are cheater, charging high, threatening. Financial deceiver. Black list this app"
"It is the worst app. It's fraud. They give loan for 90 days and after 10 day they start calling about loan returning. If you don't return them they will start blackmailing you, atm card will be blocked, we will file case.just dont trust this app, but you want to use after reading this, i don't give a f***."
This is fake no loan avail 100%fake
Nice this one
Bohat zayda markup ha in ka please markup 2 3 ℅ karo apna
The app is not enough good to take loan.In ads they show that you can take very high amount loan but i real they only give 1000 rupee
Very poor services. Agar -100 star hoty to is app ko detii me. Bohat hi gatiya kisam ka staff hai inka . khuda k liye kabi B loan mat lena in kamino syy.
"They do fraud, don't download this application, they ask for your personal details and show people's sexy photos. They can go to any extent to get money back. These people do not return their money. They are a war against usury and these people are robbing the common people. Our institutions are also helpless in front of them. If the people of Google are looking at this post, then we request them that Pakistan is an Islamic country and Islam does not allow usury business. These people will ha"
Only Offers 9000 loan With 1200 monthly Charges
Vvvv cheepest app ever pls done give them your quality deta nd gallery nd everything
Ye 1 Number Ke Bhen Chod Hain In Se Bach Ke Rehna
Please rate it 1 ⭐ . Loan is a curse . Please don't come to this trap .
"fiest 2 loans were good. After doing full payments on time i wasnt awarded any reward as per the ads on social media. secondly they have also reduced amount of my third loan, only 2 thousand higher than i previously paid. Markup is high as per SBoP policy which is understandeable but amount should be higher for those who pay full payments on time. otherwise its not worth the product YET i m looking for. Needs improvements. Revised rating from 5 star to 1 star. Sorry barwaqt"
برائے مہربانی ان فراڈیوں سے بچیں 30 ہزار کی جگہ 26 ہزار اکاؤنٹ میں ٹرانسفر ہوا اور 30ہزار واپس کرنا پڑا
Just say no to this app as they take 25% interest on return back of only 30 days. Means take 20k n return 26k They need to increase return time to 3 months minimum.
Sub fake hai 2000 parrr 500 charges kye inhon nay na laina loan in say
کوئی نئی دیتے اور 4 گھنٹے بعد جواب آتا ہے
Biggest scame ever I see 0.3 percent 3 din Ka bol k 3000 Py 736 aur service charges 36 alg sy BHT Mubarak ly rahy Hain
Fake application hay ya fraud kar rahy han Loan B's 2000 sa 1000 tak mita ha wo bhi boht zeyada interest ka sath Don't download Loan mat lena Isko hatao Google sa ur Yahan sa Play store I request remove this fake application it's fraud
It is a big fraud dont give lone from this app. It can be your ban on Going to other country. AND YOU can not give lone from bank koi bi in sy lon na ly wapsi kai guna zida daina pary ga.
Assalamualaikum dear one...Maine UB tak 8 loans repay krdye but still only get 10600... Wow yeh tou mazaq hora hy... Wqt se pehle dene Ke bwjud itna kum qarza..... Sorry barwaqt ... I m not happy with ur services ☹️☹️☹️
Very bad aap and 50% rates of Markup on loan please dont use it
I wish i could give 0 star bcz every time i am watching any YouTube videos this stupid barwaqt ad pop up's in between and waste my time
Lot Mar app ha ager 1600lelo TU 2000 Tak dena parta ha or koe bi app se loan me passy lety ha wo joth nahi bolty AP NY passy wapas Lena ka Ak dafa me nahi kaha tha tab Boht juth bolty ha ye app walay.
It's total fraud app .kindly remove this app from play store.i have very bed experience .so I would like to request every one don't take
100% Fraud 🚫
It's fake app when we apply 5k give 3k and after 7days the company Torture to back up loan it's very stupped app
Very very bad experience My brother apply for loan but after receiving it the very next day they demand for money back and also steal all the data and phone number from his mobile. It's worst
I applied for the loan but after 7 hours declined no reason given and asked me to apply after 01-06- 2023.
بہت بڑا فراڈ ہے یہ۔ میں نے 90 دن کے لون کے لیے اپلائی کیا۔ 5000 کا قرضہ approve ہوا لیکن مجھے صرف 3250 ملے۔ اور 90 دن کی بجائے 5 دن ک بعد کال آگئی کہ قرضہ واپس کرو ورنہ جرمانہ لگ جائیگا۔ مطلب 6 دن کا %35 سود۔ اس حساب سے سالانہ %2129 بنتا ہے۔ مطلب اگر میں 5000 واپس نہ کرتا تو ایک سال بعد 16450 ایک لاکھ سے بھی زیادہ ادا کیا پڑتا
They didn't tell anybody in their adds that they have charge them 1000 for using the service. And also they don't have any nice operator which can explain us about that😒
Very bad application ma ny appy kiya reject hu ghuia phr customer service sy rabta kiya tu bolta system issues hu ghyia tha again 4 din bd kry 🤣🤣🤣ya mzk ha asy emergency laon milta ha.
"Don't use barwaqt ,they stole your all money in the name of loan , please avoid this scam ,they are scammer"
They'll call you thousands of times in a day I just was trying out this app and I did a little experiment and took a loan. When the payment date was crossed I received about 10 calls in a day to pay my loan and they had a vibe like gangsters. Loan pay karo loan pay karo like seriously?
Fraud app they didn't gave me much time then scammed me and my money I'm too broke now. Pls stop looting us and give my 23k rupees back
"trying to apply for a loan but wasn't working so I called the customer service and then someone called me back and told me to stay away from them, because it's a scam and they will really misuse your information and black mail you. I started the app and saw that what they say about the loan being high amount, it's completely false! their ads are fake advertising and their customer service people are impossible to reach! And taking so much risk for a 1000 rs is way too risky! So deleting the app"
"Extremely disappointed by their loan system, extremly high interest rate, i took loan of 9000 and I have to repay 17000. Pathetic"
Fraud and fake apps they get your contact lists and they harass your family to get black mail money. Don't install these kind of apps. دھوکہ دہی اور فراڈ ہے۔ آپ کے گھر والوں کو کال کر کر کے پریشان اور گالیاں دیتے ہیں۔اور مزید پیسوں کا مطالبہ کرتے ہیں۔
50% marking...that's disgusting
"Very bad app , asking for 90 days and after loan pass asked to pay back in a week."
Bunch of fraudsters trying to make money by fooling common public. Vaise bhi sood khuda k khilaf ailanejang ha
"Stupid App in All the Pakistan, I applied many times for loan but always got failed and says next date for apply only waste our time , very bad experience on this app and too much time waste. don't try anyone this fool app"
L8 g8d
They threatens every one before the approved time limit
"It's an humble to all of you. Don't install this app and don't apply for loan. Your Phone Detail including Gallery Photos, Videos, Google Drive Data, Contact No, Call and Message history everything will be accessible by Barwaqt App and they will use these information to torture you."
This is the bakwas app I try the 6 month don't give the loan not approved bakwas
Honestly I was in need of money and I got 8k within 15 hours♥️
Very Bad experience. Loan Given by 2 times only. And there is Rs:250 Fee on one thousand Loan. 😡😡😡
Totally fraud. No one trust this platform.
Toooooo much interest I got loan of 2000 I have paid 3000 interest on 1 month delay ...
100 percent fraud plz don't install this app🙏🙏
High interest rate ten time greater than other microfinance banks
This app is a fraud and scam. These terrorists will steal your information. Blackmail you and robb you Off your money. یہ لوگ دہشت گردوں سے بھی بد تر، ڈاکو اور انتہا درجے کے یہودی حرام خور ہیں.. ان سے دور رہیں
یہ فراڈ ہیں اس سے قرضہ نہ لو دیتا ہیں تین مہنےکی ٹاٸم پہ اور 10 ھزار کے بجاے 4ھزار دیتا ہیں اور وہ بھی ایک ھفتہ بعد ڈبل وصولی کرتا ہیں اور باقی یہ سود ہیں اس سے بچ کے رہنا چاہیے
They do scam from users they stole all the data and blackmail them to get more money. Behind app is Scammers
"Only data theft app. They offer you loan on hight rate intrest ..start with only Rs 2000 loan with 2000 intrest. Don't register, stay faaaaaarrr away to avoid terible expericen. they will make your life not less than a hell"
Bakvas sa b bakvas hai ya group aur is sa lone lana ek guna hai aur kuch ni
Potential phishing and predatory app that keeps you stuck with the loan and only paying service charges which are some times 4 or 5 times the original loan . avoid at all cost
Much more money they get in return also they get extra charges when they send it to your bank acount
یے لوگ بڑے کمینے ہیں کہتے ہیں 91 دن کا اور پہر جب لون لو تو 7 دن میں کالیں کرتے ہیں وہ بھی ڈبل سود کے ساتھ یہ فراڈی پلیٹ فارم ہے اس پر آپ نہ آئیں تو بہتر ہے
No ni hu 3 5 48 8
110% Fraud. Koi is app ko report ku ni krta? Ye fraud krty hn. Or reply kr ky law mt sikhao. Ek to soud ke Sath loan dete ho or phir fraud krty ho? Soud dene waly or lene waly dono Allah or us ke Rasool (SAWW) ke sath jang krty hn. Or ab reply kr ke sabit krne ki Koshish kr rahy hn ke ye sachy hn. Social media pr in ke kartoot dekh lo YouTube ya Facebook ya dosre platforms pr. Agr kisi ko aqal na Ay to afsoos ha us pr
"“I seek refuge in Allah from the outcast shaitan”. ""In the name of Allah, the Most Gracious, the Most Merciful”. O believers! Fear Allah, and give up outstanding riba(interest) if you are ˹true˺ believers. And if you do not, then be informed of a war [against you] from Allah and His Messenger. But if you repent, you may have your principal – [thus] you do no wrong, nor are you wronged. Surah Al-Baqarah:278-279"
Pathetic experience first three to four time they give loan with high interest after that they cancel the loan and the reason is unknown they charge extra money 26k within 2 months
"Useless, worst, stealing money, trapping people, be careful guys nira sood hai yeh bhol kr b na laina Khuda k waste mar jao yeh mat lo"
100% fraud
Ye barwaqt App nahe bharwat App hai. 1000 rupees se zyada loan dete he nahe na he application request accept karte Hain direct case reject
Boht e baqawas app hy 2000 sy opar loan ni milta
The worst app ever. They are just hacking your phones and taking your data to harass you later.
Is app sa mny 12800 lia Tah ab Inho na instalment bnadi ha mny bola NH ha ja Jo 20 hazar sa oper bni hoi ha moderchod brwao Lai laina ab mre sa lun doga tmy .
agian I use app it's shown 0.86 percent interest . 52900 amount and total amount payable is 79972 what is calculations moreover upon near due dates customer services spam for repayment and call again and again what kind of service you guys provided. I decided to remove it under rated app. Very high charges can't recommend it
Most horrible experience ever don't even download this app they collect your personal data and then they blackmail you so beware of this scam if this app exists in your phone kindly delete this urgently
Ye app wo andha kuaan hy k is my girny wala banda ta marg bahar ni aa sakta...ye aap ki location sy ly kr aap ki tmaam downloaded apps .email address .aap ki mokammal phonebook details .galery detailes ...sab hasal kar k agr kuch pay kar b dayn baad myn aap ko black mail kar k achi khasi raqm btorty hyn...na in ka koi office hy na thakana ...sab 2 nomber loag bharti kiay huay hyn jo logon ko sabz bagh dkha kr in k jaal myn bhansty hyn.....ciber crime attention plz...in ka suragh lga kr haqeqat?
100% fraud hy . even k ap k contact tak access milney k bad misuse kiya jata hy un ka . ap ko blackmail tak kiya jata hy .
100 % Fraud
ایپ کے زریعے آپکے ٹیلی فون جو فون میں موجود ہوتے ہیں وہ بروقت ایپ کے پاس چلے جاتے ہیں اور کچھ دنوں کے بعد وہ واپسی کا تقاضا کرتے ہیں آپ ادائیگی نہیں کر سکتے تو وہ پچاس ہزار لون کے پیچھے 6 روپے لے کر پیکیج رینیو کر دیتے ہیں مطلب نئے سرے سے لون، ان کا مقصد لون واپس لینا ہے ہی نئیں صرف رینیو کرنا ہے 6 ہزار روپے لے کر اس طرح وہ 5، 6 ماہ میں اصل رقم کے برابر پیسے واپس لے جاتے ہیں مطلب سالانہ 200 فیصد سود
"Aaj mein ne 10000 loan Liya aur total payable ammt 13994 kyun ho gya hai aur 6992, 19may ko hee kyun pay karny hain.ye to dhoka hai Bhai.ap ne to ek maheeny ka time bhi ni diya.so that I,m angry with this app.90 days limit show kar k dhoka kiun de rahy ho."
"Very very bad. Sood hy ya Sab, I request to everyone please don't use this app and any other loan app."
Fake app bhot Gandi application ha ap ka family number par bar bar call kar ka tang karta ha ap ka mobile sa ya Sara data hack kar leta hain aur apki Gmail sa Sara number nakal leta hain Sara Farud ha mujha inho na blackmail Kia ka ap 8bja tak loan pay kra nhi tu apka family number pa call jya gyi mara pass in ki recording ha.
"Worst experience so far, says my loan is approved but I can not see it anywhere. Application interface sucks. Customer service is worst. You call them and in just 10 seconds, automated voice for customer service review starts. No reply on chat either. Im not even sure if the is approved or not. Just want to end this and i can not see how I can delete this account."
1000 % Faroud 😡
Yeh qarz dy kr phir 3 din bad call krty hen k ap ab wapis kren ..halan k inho ny 90 days k lye dia hta hy ..but 20 percent k sth puri raqam ka tqaza karty hen ...agar nahi dengy wpis to apko blackmail kren gy aur jb aap ink aplication ko download krty hen to inki phunch apk mobile k sary data tak ho jati hy ...aur yeh apko dhmkiyan aur galian tak dety hen ..so everyone here becarefull .....jazakallah
"Fraud, Fraud, Fraud, Scammers...Don't ever Install & Use this App - Always Mark 1 Star to these Scammers....!!!"
Ye Barwaqt wale logo ku ALLAH or AP. s.a.w. mubarak k sath jang karene ku tayar kr rahe hai. 1 star sirf is waja se dia hai k star k bagher comment nahi huta majbure ti
12000 per3000 Sud vasul karte hain sirf ek manth ke andar
Buht ziyada interest lety hy plzzz in sy bachy ghtiya fraud hy ye sb puti family ko tensn Mai Daly gy bacho
16000 loan pr 6200 31 day pr
Worst scam app... Contact me for deleting all ur personal info from this scam app 100 percent guranteed
It is the most pathetic app i ever downloaded. I think the aim is to get people in trap. They have not provided any option if anyone wants to delete the account. Their call service reps are also not well known to the system neither they are trained to facilitate the customers. I must report it to the law enforcement authority
Markup thra high ha .or time frame thra ha .matlab 9000 ka sath 30 din ka markup 2300 .zyada ha .phir b acha experience raha .
Lanat aisay Soodi karobar pay ..... Is ghatiya kaam mei siwayay barbadi k Kuch Nahin .... Na soood do na Sood lo .... Sood chahay 0.50 paisa bhi ho wo lanat he rahay ga
Bohat Hi bakwas Application hai 1 to Intrust zyada hai Aur BOhat kam Dete hain Loan Aur Agr Apply kr dhein to Decline kr dete hain Chahe Jiska B Mrzi Ho Bakwas Tareen App Hai
Fake ha sb kch loan 7 din mn mngty fr wpis fr n do to case krty hn
Big Furad they stolen money
100% fraud
Koi Bhi Loan Mat Lena Ye Kaminey Hain Apko 90 Se 180 Din Ka Khe Ker Loan Dete Hain Aur 5 Din Se Call Ker Ke BlackMail Karna Shro Ker Dete Hain Apki Gallery Ka Permission Le Kar Apki Personal Cheezain Le Ker Apko BlackMail Karain Ge Apke Tamam Relatives Ko Fone Karain Ge. Rozana Apse Alag Charges Le Ge. Khuda Ka Wasta Hai Inse Bacho. YouTube Per Ja Ker In Ker Bare Main Search Karo. Ye Kute Hain Kute
Very intrest high rate I'm not apply and note this app same day I think no apply every one
maina 13000 ka loan lia tha or 16000 pay kar dia kuch din bad call ai k app ka extra charges or markup katam kar dia gea ha apna loan pay kara maina jab daika to wo 8600 pay karna wala or b rehta ha.helpline pa call ki to kehta request forward kar di gai ha thek ho jai ga but 7 days bad bi thek ni howa or daily k 200 add kar daita hain extra.13000 k loan pa ya abb kehta hain k 26000 pay kar do aisa koi bi or bank itna intrest nau laita apni marzi ka ya galat biani krta hn
Agr UN kutto ko all e faroon me kaha jaye na to bi Kam hi UN pr yaqeen nahi krna kutto pr jab tak ye ap logo ko written statement provide na kren Apne loan ki jis trah jazzcash ya easypaisa krety hin aur UN k office bi her jagh Baki ye sare fraud hi kutte KY bachy
"I have unsatisfied with them because the Markup amount is very high, and first time registered fee is about RS. 2400 or maximum to this without Markup for instance if you got 5000 for the most first time you have to return 9000 in one week. Because they give only one week time at first loan . After this they give you one for next 5 loans . The they are tougghss of Pakistani poor people. Every people please give the single 🔯🌟 on this application."
This is very bad app 110% froud bhotttt hi ghatiya app ha number one froud app to much bad
Before 1 day they will start calling since 8 am and from at least 25 different numbers. They will make your life real mess. Plz avoid.
"Fraud, lanati , beggars ... Koi in se loan na laye... Phle interest se paise kate gaye aur jo paise dian gaye is pr alag interest... 7500 laye k ap ko 15000 dana pare ga... Aur jo interest aaye ga us se ye lanat aur baigrati khareda gaye...."
جو لوگ سود کھاتے ہیں وہ (قیامت میں) اٹھیں گے تو اس شخص کی طرح اٹھیں گے جسے شیطان نے چھوکر پاگل بنادیا ہو، یہ اس لیے ہوگا کہ انہوں نے کہا تھا کہ : تجارت بھی تو سود ہی کی طرح ہوتی ہے۔ حالانکہ اللہ نے تجارت کو حلال کیا ہے اور سود کو حرام قرار دیا ہے۔ (القرآن 2-275)
Useless service showing 25k loan but after verification paid 3k and duration 8 days only showing 91 days dont west your time and don't trust it
They are charging very high rate of interest. Very bad experience interest rate should b .2% per day they are charging .8% per day. Not Recommended
Fraud No 1 App
I think loan amount should be 25000 to 50000 rupees markup is very high and profit rate is also very hight and Time period is very little to return the loan amount
Ye 2 number copmny ha
Black Miller Scammer 50000 Loan Par 373890 Liya Unho Na
100% Haram Sood he astagfirulah kbhi bhi mat krna install
Burwaqt froud 2023
this apk is new costumer procees in 20 days not apporved loan
1. Don't install this app they scam u and give u amount on very hight interest and when u aply for 90 days loan they cl u after 7 or 10 days. 2. They take your id card and pucs and use them to scam u even they use your camera ann yse your phone memory and take all data from your phone and thn they blackmail you. Don't Install and report this app.
"Aur Agar aisa Nahi karte, to ALLAH Ta’ala se aur uske Rasool (Sallallahu Aalaihi wasallam) se ladne ke liye Tayyaar ho jaao, haan Agar Tauba karlo to Tumhaara asal maal Tumhaara hee hai, na tum Zulm karo, na Tum par Zulm kiya Jaaye”.. 📚 (Al-Quran : Surah Baqra – 2 : 279) Rasool’ ALLAH (Sallallahu Alaihi Wasallam) ne farmaya : Sood me 70 darje hain, isme Sabse halke darje ka gunah aise hai jaise mard ka apni maa ke sath zina karna (having intercourse with mother) (Sunan ibn Majah, 2274 Hasan)"
Totally froad ha bhi log in ka markup bht zayda manay 7000 ka loan liya tha 12000 kar diya inho ny markup or pently laga kay 😠😠😠😡 mere pass total prove ha in sy loan naw lay uninstalled karay bht markup ha
"Bakwas, 24 ghantay ads Mai aata rehta hai. That's y I am giving 1 star review. Thopo nai Kisi pay apna product. Fed up from Ur ads."
"Iv been paying loans on time & this one time i have delayed due to some medical emergency. These repo agents constantly calling me for repayment & abusing me, harrasing me. I have told them many times that i am in the hospital but they have their finger on redialer & calling again n again. I have just paid a partial 5K but then i again i got a call from & they literally harrassed and threatened me on just 2900 PKR. Its just 2.9K not a loan of million. At least they must understand."
"It is a deceptive and false application, which is used to Rob simple people money with deceive and black mailing."
100% fraud
This app is totally unacceptable This heck data and blackmail to customer This show to 180 days but then call give loan aftar 6 days
"Your agents DO-NOT listen!. And your helpline never Picks up the damn phone!!!. I made 23 calls, (one call daily) and I started recording and taking screen recordings as you guys put in waiting lines for 10-12 minutes. This is not done. And then your Illetrate Call centre agents call and abuse, without knowing whom they're talking to. I requested help 7 times in your live chat (nobody bothers to respond). And I emailed you thrice and no response from your side, even now."
"Interest is Haram In Islam, and these types if apps Give loan on interest Base. Interest is interest however he is 10 percent or 0.1 percent. So please e aware and don't borrow loans from these types of fraudulent Companies."
They are doing fraud. They fetch the contact list after giving the loan to the customers. Then they blackmail them by fetching images from customers cell phone. #playstore i strongly suggest to delete such kind of fraudsters from app store as this is not safe app.
100 fraud ..
"Make account delete or data erase option, so that every customers data will be save... It is everyone 's law right to decide where to keep his/her personal data and where to delete from."
This app is fraud 100%
Ghtiya bhai isko farig krwao ye bhenchood k bachy 5000 k load pr apko 3500 detey hn or wapis 7500 letey hn esi app Bharr me hae
Ye soodi haramkhor hain kabhi inse loan mat lena wrna itna torcher karengy 3k dekr lakhon lety hain Allah inhy tabah kry barbaad kry kutty ki moat maren ye haramkhor bht lanti hain Jitni galiyan don kam hain in dalon k liye
Anyone tell me how to rate it less than one star please???
Worst... After getting loan...make they worry & threatening as well as harassing
اس ایپ سے کبھی لون نہ لو ورنہ پچھتاؤ گے یہ ایک بہت بڑا سکیم ہے ۔ نہ تو یہ اپکو 25000تک کا لون دیتا ہے ۔ اگر دیتا ہے تو ایک ہفتے کیلیے 5000 جس میں اپکو صرف 3500 وصول ہوتی ہے اور ہفتے کے بعد یہ اپکو اپنی بہن پیش کرنے کیلئے کالز کرنا شروع کرتا ۔ اپ جب 3500 لیتے ہو اپکو واپس 7500 دینا ہوتا ہے۔اسکو زیادہ سے زیادہ رپورٹ کرو تا کہ پلیسٹور اس کو ڈیلیٹ کریں اور لوگ دھوکے سے بچ جاہیں جزاکم اللہ خیرا
Those bstrds who have given high rating to this app are cruel and sons of biches .. those mf.s are deliberately trapping naive people and this app has ruined life of thousands of pakistanis. For God sake report this app and give one star.
Most disappointed app... Service fees kabi Kon se fees 5000 per 1800 service fees milta 2700 hon... Fruad app hai
Koi bahi galti naa kary jo main ney ki in sy 2 hazar ley kar ye ap ko pory pasy ni dety 30000 tou boht door ki baat hain ap kisi dosry sy pasy maang ley in choro sey mat ley shokriya
I have been taking loan since 1 year but this time my loan app rejected although i made full payment in one month despite of 2 months still they rejected my app and telling me to try again after one month.
This app is fraud they first said you will receive a loan of 5000 pkr but they only give loan of 3500 pkr and then they demand 7500 pkr within 7 days. And if you are not able not pay loan they will use your selfie picture and edit your face in a vulgar photo.
owsume but i need ten thousend but barwaqt give me one 1400
It's a scam even if you get loan please don't take loan from this or any other apps. They give you small amount and get back 3 or 4 times so please don't ever take loan at any cost. The good reviews you are watching are fake don't believe in them
Please delete this app on playstore Its 100% fraud
"Scam , 90 days ka time dae kr 7 days ma mngna start krdeta ha or interest pr interest lgae jta ha"
Ye totaly jhoot bolte aap ko 2000/5000 daingain aur 25 percent interest charge kre gain koi bhi na le
",4year"
Worst app..... Loan pay krny k bd 1 month ka time de dia k us k bd dubara apply kr skty hain
100% fraud hain ye barwaqt waley sedha sedha sood chala rahy loan 1 month ka keh k dyte magar 7 days baad he blackmailing karty hain gandey gandey msgs karty hain koi b loan na ley sood se bachOo bhai
"Remember that who ever offers and accepts interest(Sood) is waging war against Allah. I'm not happy with the app and the advertisement. This is Islamoc country and look at the beautiful lies the company is telling everyone about interest(Sood). If you are blessed with the money do charity, if you want to help others give loans with no interest. Giving loans on sood is not fair. In Surah al Bakra its is stated clearly about sood. Read Quran and make your life easy in this world and next world."
Totally scam app. In marketing videos they tell us very low interest rate and more days to back money... But after buying the loan they said you should have to pay very high interest rate and in just a week even. As a Muslim interest is also condemned. My advice as a brother is you should not install this app.
This is fraud app. Everyone should report this app
Loan dena ka bad customer aur us ka Ghar walon ko call kar kar ka zaleel kar deta hai aur 5000 ka loan pa 45% ka kareeb interest leta hai means ka 5000 de ka wapis 9000 ka kareeb leta hai only faraud hai
3rd class loan
"Don't apply for the loan from this scammer, when you received loan after 7 days they will blackmail you and will get your mobile personal data and contacts number.i have watched so many cases about this application who took the loan and now they are crying because of their blackmailing."
Bekara app ha Qarza 1 month ka 7 din me wapis mangte hen or interest 1 month ka e lete hem .... Scam Alert
Never use this application it is totally froud If you have 180 days to pay loan its okay But if you're paying loan in the goven time it will show some issue woth net and you cant pay
Fraud h sab .. 180 din ka keh k 7din baad call ajati h . Phir dramay films
"100% fraud & trap, please door rahain aisi Apps say"
"These are fraud apps , if u want to become depression patient than u should try these so cold loan apps ,, they will give u 5000 in return they will receive 50000 from u but this is Pakistan anything can happen here"
Famous for harassing customers with blackmailing them with personal information and phone storage and contact list.
Ghatya app hia 0.05% ka bol ka 100% lety hian
100 percent fraud app
Very dis-appointing system Jo bhi yeah msg perhain woh yaad rakain k in sy loan nh lee ga bht hi neech loog hai call center sy baat nh ho gi call pee jitni bhi try krlo main abhi bhi call pee hn 1min sy ziyada ho gay hai sirf ring hi ja rhi hai or stop ho rahi hai phir kissi button pee click kroo phir jati hai koi pick nh krta call or baat rahi paisoo ki 8000 behjain hai jiss mai sy 25% lee rahy hai 30 din mai refund hai jo k amount banti hai 10016 pee krnay hai or 8000 usi time redund nh hngay
First showig 700 markup on 4k loan then after applying it becomes 900 And also coustomer care service is also useless. NOT RECOMENDED
